1.0,0
26.0,26
676.0,427
17576.0,2130
456976.0,7186
11881376.0,15918
308915776.0,29874
8031810176.0,41998
208827064576.0,51627
5429503678976.0,53402
141167095653376.0,45872
3670344486987776.0,37539
9.542895666168218e+16,29125
2.4811528732037366e+18,20944
6.450997470329715e+19,14149
1.677259342285726e+21,8846
4.360874289942888e+22,5182
1.1338273153851507e+24,2967
2.947951020001392e+25,1471
7.664672652003619e+26,760
